"","geneID","EE_028-20120223_EMB-0","EE_118-20120223_EMB-60","EE_118-20120223_EMB-90","EE_199-20120223_EMB-150","EE_378-20120223_EMB-300","EE_467-20120223_EMB-390","EE_574-20120223_EMB-480","EE_674-20120223_EMB-570","EE_674-20120223_EMB-600","EE_285-20120411_EMB-180","EE_199-20120419_EMB-120","EE_285-20120419_EMB-180","EE_378-20120419_EMB-270","EE_467-20120419_EMB-330","EE_574-20120419_EMB-420","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"157","WBGene00012414",0.104580139499448,0,0.112329486647506,0.0538747327341852,0.147022738095606,0,0.0640625127124049,0.0719174767091656,0,0,0.0940553271056166,0.0843716530819868,0,0,0.175190609573098,"Y7A5A.8","Y7A5A.8","DUF1713 domain-containing protein","","Y7A5A.8 | WBGene00012414",NA,"Y7A5A.8 | WBGene00012414",NA,NA,NA,NA,NA
"158","WBGene00012415",0.052290069749724,0.0638079961245576,0.0561647433237531,0,0.294045476191211,0,0.12812502542481,0,0,0,0,0,0,0,0.175190609573098,"Y7A5A.9","Y7A5A.9","Ovule protein","","Y7A5A.9 | WBGene00012415",NA,"Y7A5A.9 | WBGene00012415",NA,NA,NA,NA,NA
"159","WBGene00012503",0,0,0,0,0,0.0732767309667538,0.0640625127124049,0.143834953418331,0.143278237597442,0,0,0,0,0,0.262785914359647,"Y26D4A.5","Y26D4A.5","","","Y26D4A.5 | WBGene00012503",NA,"Y26D4A.5 | WBGene00012503",NA,NA,NA,NA,NA
"160","WBGene00012509",0,0,0,0,0.294045476191211,0,0,0.0719174767091656,0,0,0,0,0,0,0.175190609573098,"Y26D4A.12","Y26D4A.12","TIL domain-containing protein","Trypsin Inhibitor-like, cysteine rich domain, Serine protease inhibitor-like superfamily","Y26D4A.12 | WBGene00012509",NA,"Y26D4A.12 | WBGene00012509",NA,"CBN34451 | WBGene00271765",55.2632,NA,NA
"161","WBGene00012587",0,0,0,0,0.147022738095606,0.146553461933508,0,0,0,0,0,0,0,0,0.175190609573098,"Y38E10A.9","Y38E10A.9","Secreted protein","Protein of unknown function DUF1412","Y38E10A.9 | WBGene00012587",NA,"Y38E10A.9 | WBGene00012587",48.0519,NA,NA,"Cre-nspe-2.3 | WBGene00059616",48.0519
"162","WBGene00012603",0,0.0638079961245576,0.0561647433237531,0.0538747327341852,0.147022738095606,0.0732767309667538,0,0.143834953418331,0.143278237597442,0.106302686268882,0,0,0,0,0,"nspe-6","Y38E10A.25","Nematode Specific Peptide family, group E","Protein of unknown function DUF1412","nspe-6 | WBGene00012603",NA,"nspe-6 | WBGene00012603",NA,"Cbn-nspe-6.2 | WBGene00144387",69.863,NA,NA
"163","WBGene00012625",0.156870209249172,0,0,0,0,0.146553461933508,0.12812502542481,0,0,0,0,0,0,0,0.175190609573098,"Y38H6C.13","Y38H6C.13","F-box domain-containing protein","F-box domain, F-box protein she-1-like","Y38H6C.13 | WBGene00012625",NA,"Y38H6C.13 | WBGene00012625",NA,NA,NA,NA,NA
"164","WBGene00012742",0,0,0,0,0,0.146553461933508,0,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0,"Y40H7A.2","Y40H7A.2","Methyltransf_21 domain-containing protein","Methyltransferase domain, Probable methyltransferase-like protein 24, Methyltransferase FkbM","Y40H7A.2 | WBGene00012742",NA,"Y40H7A.2 | WBGene00012742",75,"CBN28692 | WBGene00190657",80,"CRE11614 | WBGene00080196",20
"165","WBGene00012748",0,0,0,0,0,0.219830192900261,0.25625005084962,0.0719174767091656,0,0,0,0,0,0,0.0875953047865491,"Y40H7A.11","Y40H7A.11","LITAF domain-containing protein","LPS-induced tumour necrosis factor alpha factor, LITAF domain containing protein","Y40H7A.11 | WBGene00012748",NA,"Y40H7A.11 | WBGene00012748",29.0323,"CBN00709 | WBGene00139434",29.8387,NA,NA
"166","WBGene00012783",0,0,0.112329486647506,0.0538747327341852,0.0735113690478028,0.0732767309667538,0.12812502542481,0.143834953418331,0,0,0,0,0,0,0.350381219146196,"Y43C5A.3","Y43C5A.3","","","Y43C5A.3 | WBGene00012783",NA,"Y43C5A.3 | WBGene00012783",NA,NA,NA,NA,NA
"167","WBGene00012789",0,0,0,0,0,0,0,0,0.0716391187987209,0,0,0,0,0,0,"Y43D4A.3","Y43D4A.3","MFS domain-containing protein","MFS transporter superfamily","Y43D4A.3 | WBGene00012789",NA,"Y43D4A.3 | WBGene00012789",82.7778,"CBN01886 | WBGene00140611",82.2222,"CRE27365 | WBGene00052434",81.1111
"168","WBGene00012790",0.209160278998896,0,0,0.10774946546837,0,0,0.0640625127124049,0,0.0716391187987209,0,0,0,0,0.222254350323308,0,"Y43D4A.4","Y43D4A.4","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","Y43D4A.4 | WBGene00012790",NA,"Y43D4A.4 | WBGene00012790",84.9829,"CBN01886 | WBGene00140611",84.3003,"CRE27365 | WBGene00052434",82.9352
"169","WBGene00012836",0.052290069749724,0.127615992249115,0.0561647433237531,0,0.0735113690478028,0.146553461933508,0,0,0,0,0,0,0,0,0.0875953047865491,"Y43F8C.15","Y43F8C.15","","","Y43F8C.15 | WBGene00012836",NA,"Y43F8C.15 | WBGene00012836",NA,NA,NA,NA,NA
"170","WBGene00012841",0,0.382847976747345,0.0561647433237531,0.10774946546837,0,0,0,0,0,0.106302686268882,0,0,0,0,0,"Y43F11A.1","Y43F11A.1","","","Y43F11A.1 | WBGene00012841",NA,"Y43F11A.1 | WBGene00012841",41.2698,"CBN20068 | WBGene00158793",35.4497,"CRE06642 | WBGene00079264",38.0952
"171","WBGene00012878",0,0,0,0,0,0.146553461933508,0,0,0,0,0,0,0.128436330065442,0,0,"Y45F10C.2","Y45F10C.2","UPF0375 protein Y45F10C.2","Protein of unknown function DUF1505","Y45F10C.2 | WBGene00012878",NA,"Y45F10C.2 | WBGene00012878",NA,NA,NA,NA,NA
"172","WBGene00012945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,"Y47H9A.1","Y47H9A.1","","Peptide N glycanase, PAW domain, Galactose-binding-like domain superfamily, PAW domain superfamily","Y47H9A.1 | WBGene00012945",NA,"Y47H9A.1 | WBGene00012945",NA,NA,NA,NA,NA
"173","WBGene00013023",0,0,0.112329486647506,0,0.220534107143408,0,0.192187538137215,0.0719174767091656,0,0,0.0940553271056166,0,0,0,0,"Y48G10A.6","Y48G10A.6","INSulin related","","Y48G10A.6 | WBGene00013023",NA,"Y48G10A.6 | WBGene00013023",68.1319,"CBN19114 | WBGene00157839",46.1538,"CRE05782 | WBGene00053153",70.3297
"174","WBGene00013036",0,0,0,0,0,0.0732767309667538,0.0640625127124049,0,0.143278237597442,0,0,0,0,0.111127175161654,0.262785914359647,"fbxa-218","Y49E10.17","FTH domain-containing protein","","fbxa-218 | WBGene00013036",NA,"fbxa-218 | WBGene00013036",NA,NA,NA,NA,NA
"175","WBGene00013060",0,0,0,0,0,0,0.12812502542481,0.0719174767091656,0,0,0,0,0.128436330065442,0.111127175161654,0,"Y51A2A.4","Y51A2A.4","Secreted protein","","Y51A2A.4 | WBGene00013060",NA,"Y51A2A.4 | WBGene00013060",NA,NA,NA,NA,NA
"176","WBGene00013062",0.156870209249172,0,0,0,0,0,0,0,0.0716391187987209,0,0,0.0843716530819868,0,0,0.0875953047865491,"Y51A2A.6","Y51A2A.6","C-type lectin domain-containing protein","C-type lectin fold","Y51A2A.6 | WBGene00013062",NA,"Y51A2A.6 | WBGene00013062",NA,NA,NA,NA,NA
"177","WBGene00013063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-249","Y51A2A.7","C-type LECtin","","clec-249 | WBGene00013063",NA,"clec-249 | WBGene00013063",NA,NA,NA,NA,NA
"178","WBGene00013064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-248","Y51A2A.11","C-type LECtin","","clec-248 | WBGene00013064",NA,"clec-248 | WBGene00013064",NA,NA,NA,NA,NA
"179","WBGene00013067",0,0,0,0,0.294045476191211,0.293106923867015,0.25625005084962,0,0.0716391187987209,0,0,0,0,0,0,"nhr-288","Y51A2B.3","NR LBD domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Nuclear hormone receptor-like domain superfamily","nhr-288 | WBGene00013067",NA,"nhr-288 | WBGene00013067",NA,NA,NA,NA,NA
"180","WBGene00013071",0,0,0,0,0,0.0732767309667538,0.0640625127124049,0,0.358195593993604,0,0,0,0,0,0.262785914359647,"Y51A2B.8","Y51A2B.8","","","Y51A2B.8 | WBGene00013071",NA,"Y51A2B.8 | WBGene00013071",67.8571,"CBN20676 | WBGene00159401",66.0714,"CRE23530 | WBGene00083220",66.0714
"181","WBGene00013102",0.052290069749724,0.127615992249115,0,0,0,0.0732767309667538,0,0.287669906836662,0,0,0.0940553271056166,0,0,0,0.0875953047865491,"Y51H4A.6","Y51H4A.6","","","Y51H4A.6 | WBGene00013102",NA,"Y51H4A.6 | WBGene00013102",NA,NA,NA,NA,NA
"182","WBGene00013105",0,0,0,0,0.0735113690478028,0,0.0640625127124049,0,0,0,0,0,0,0,0.0875953047865491,"fip-7","Y51H4A.10","Fungus-Induced Protein","","fip-7 | WBGene00013105",NA,"fip-7 | WBGene00013105",NA,NA,NA,NA,NA
"183","WBGene00013184",0,0,0,0,0.0735113690478028,0.146553461933508,0,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0.0875953047865491,"clpr-4","Y53H1B.6","Calpain catalytic domain-containing protein","Peptidase C2, calpain, catalytic domain, Peptidase C2, calpain family, Papain-like cysteine peptidase superfamily","clpr-4 | WBGene00013184",NA,"clpr-4 | WBGene00013184",NA,"CBN32331 | WBGene00194296",18.8312,"CRE04401 | WBGene00061089",23.7013
"184","WBGene00013351",0,0,0,0,0,0,0.384375076274429,0.0719174767091656,0,0,0,0,0,0,0.175190609573098,"Y59A8B.19","Y59A8B.19","Glycine-rich cell wall structural protein","","Y59A8B.19 | WBGene00013351",NA,"Y59A8B.19 | WBGene00013351",NA,NA,NA,NA,NA
"185","WBGene00013491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y70C5B.1","Y70C5B.1","Rep_fac-A_C domain-containing protein","","Y70C5B.1 | WBGene00013491",NA,"Y70C5B.1 | WBGene00013491",NA,"CBN14996 | WBGene00153721",30.5882,"CRE12374 | WBGene00067975",38.8235
"186","WBGene00013521",0,0,0,0,0,0,0.12812502542481,0.287669906836662,0,0,0,0,0,0,0.175190609573098,"Y73F8A.12","Y73F8A.12","DUF4878 domain-containing protein","","Y73F8A.12 | WBGene00013521",NA,"Y73F8A.12 | WBGene00013521",NA,NA,NA,NA,NA
"187","WBGene00013523",0,0,0,0.10774946546837,0,0,0.192187538137215,0,0,0,0,0.168743306163974,0,0,0.350381219146196,"Y73F8A.14","Y73F8A.14","DUF3828 domain-containing protein","","Y73F8A.14 | WBGene00013523",NA,"Y73F8A.14 | WBGene00013523",NA,NA,NA,NA,NA
"188","WBGene00013570",0,0,0,0,0,0.146553461933508,0,0,0,0,0,0,0,0,0,"Y75B12B.8","Y75B12B.8","Secreted protein","","Y75B12B.8 | WBGene00013570",NA,"Y75B12B.8 | WBGene00013570",23.4513,"CBN18978 | WBGene00157703",21.6814,"CRE24688 | WBGene00067101",26.5487
"189","WBGene00013616",0,0,0,0,0,0,0.384375076274429,0.143834953418331,0.143278237597442,0,0,0,0,0,0,"fbxa-148","Y102A5C.9","F-box domain-containing protein","","fbxa-148 | WBGene00013616",NA,"fbxa-148 | WBGene00013616",NA,NA,NA,NA,NA
"190","WBGene00013619",0,0.127615992249115,0.112329486647506,0,0,0,0.12812502542481,0.143834953418331,0.143278237597442,0,0,0,0,0,0,"fbxa-112","Y102A5C.13","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224","fbxa-112 | WBGene00013619",NA,"fbxa-112 | WBGene00013619",NA,NA,NA,NA,NA
"191","WBGene00013636",0.052290069749724,0,0,0,0.147022738095606,0,0.0640625127124049,0.143834953418331,0.143278237597442,0.212605372537764,0,0,0,0,0.175190609573098,"Y105C5A.12","Y105C5A.12","SMP domain-containing protein","","Y105C5A.12 | WBGene00013636",NA,"Y105C5A.12 | WBGene00013636",NA,NA,NA,NA,NA
"192","WBGene00013840",0,0,0,0,0,0.0732767309667538,0,0,0,0,0,0,0,0,0,"fbxa-151","ZC47.7","F-box domain-containing protein","F-box domain, Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box-like domain superfamily, F-box A protein FB224","fbxa-151 | WBGene00013840",NA,"fbxa-151 | WBGene00013840",NA,NA,NA,"CRE25939 | WBGene00083110",12.9964
"193","WBGene00013888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nspa-3","ZC412.7","Nematode Specific Peptide family, group A","","nspa-3 | WBGene00013888",NA,"nspa-3 | WBGene00013888",73.5294,NA,NA,"CRE01691 | WBGene00078007",82.3529
"194","WBGene00013889",0.052290069749724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZC412.8","ZC412.8","","","ZC412.8 | WBGene00013889",NA,"ZC412.8 | WBGene00013889",NA,NA,NA,NA,NA
"195","WBGene00013890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZC412.9","ZC412.9","","","ZC412.9 | WBGene00013890",NA,"ZC412.9 | WBGene00013890",46.4286,"CBN24647 | WBGene00163372",38.7755,"CRE23154 | WBGene00069998",42.3469
"196","WBGene00013929",0.104580139499448,0,0.112329486647506,0,0,0.293106923867015,0.192187538137215,0,0,0,0,0,0,0,0,"clec-93","ZK39.4","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","clec-93 | WBGene00013929",NA,"clec-93 | WBGene00013929",NA,NA,NA,NA,NA
"197","WBGene00013941",0.209160278998896,0,0,0,0.147022738095606,0,0,0.359587383545828,0,0,0,0,0,0,0.175190609573098,"ZK218.7","ZK218.7","ShKT domain-containing protein","ShKT domain","ZK218.7 | WBGene00013941",NA,"ZK218.7 | WBGene00013941",NA,NA,NA,NA,NA
"198","WBGene00014182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZK1025.2","ZK1025.2","","Sulfotransferase, Carbohydrate sulfotransferase Chst-1","ZK1025.2 | WBGene00014182",NA,"ZK1025.2 | WBGene00014182",NA,NA,NA,NA,NA
"199","WBGene00014186",0,0,0,0,0,0.0732767309667538,0,0.143834953418331,0,0,0,0,0,0,0,"nhr-244","ZK1025.6","NR LBD domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Nuclear hormone receptor-like domain superfamily","nhr-244 | WBGene00014186",NA,"nhr-244 | WBGene00014186",NA,NA,NA,NA,NA
"200","WBGene00014188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZK1025.8","ZK1025.8","","Sulfotransferase, Carbohydrate sulfotransferase Chst-1","ZK1025.8 | WBGene00014188",NA,"ZK1025.8 | WBGene00014188",NA,NA,NA,NA,NA
"201","WBGene00014699",0,0,0,0,0.367556845239014,0.0732767309667538,0.25625005084962,0,0,0,0,0,0,0,0.175190609573098,"C37A5.5","C37A5.5","Neuropeptide-like protein 31","","C37A5.5 | WBGene00014699",NA,"C37A5.5 | WBGene00014699",NA,NA,NA,NA,NA
"202","WBGene00014953",0,0.127615992249115,0,0,0,0,0.25625005084962,0,0,0,0,0,0,0,0.175190609573098,"Y81G3A.2","Y81G3A.2","Conserved domain protein","","Y81G3A.2 | WBGene00014953",NA,"Y81G3A.2 | WBGene00014953",45.3488,NA,NA,NA,NA
"203","WBGene00015003",0,0,0,0,0,0.0732767309667538,0,0.0719174767091656,0.143278237597442,0,0,0,0,0,0.175190609573098,"B0034.2","B0034.2","Transposase","","B0034.2 | WBGene00015003",NA,"B0034.2 | WBGene00015003",NA,NA,NA,NA,NA
"204","WBGene00015108",0.052290069749724,0,0,0,0,0.0732767309667538,0.0640625127124049,0.143834953418331,0,0.212605372537764,0,0,0.128436330065442,0,0.262785914359647,"B0281.1","B0281.1","","","B0281.1 | WBGene00015108",NA,"B0281.1 | WBGene00015108",NA,NA,NA,NA,NA
"205","WBGene00015151",0,0,0.112329486647506,0,0,0,0.25625005084962,0,0.0716391187987209,0,0,0,0,0,0.262785914359647,"B0348.1","B0348.1","LITAF domain-containing protein","LPS-induced tumour necrosis factor alpha factor, LITAF domain containing protein","B0348.1 | WBGene00015151",NA,"B0348.1 | WBGene00015151",56.3218,NA,NA,"CRE18482 | WBGene00062165",60.9195
"206","WBGene00015253",0,0,0,0,0.147022738095606,0.0732767309667538,0,0,0.0716391187987209,0,0,0,0,0.222254350323308,0.350381219146196,"B0547.2","B0547.2","SPK domain-containing protein","SPK domain","B0547.2 | WBGene00015253",NA,"B0547.2 | WBGene00015253",NA,NA,NA,NA,NA
"207","WBGene00015270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B4.6","C01B4.6","Aldose 1-epimerase","Aldose 1-/Glucose-6-phosphate 1-epimerase, Galactose mutarotase-like domain superfamily, Glycoside hydrolase-type carbohydrate-binding, Aldose 1-epimerase, Galactose mutarotase-like","C01B4.6 | WBGene00015270",NA,"C01B4.6 | WBGene00015270",83.9394,"CBN05985 | WBGene00144710",84.2424,"CRE15893 | WBGene00081998",85.7576
"208","WBGene00015271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B4.7","C01B4.7","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ","C01B4.7 | WBGene00015271",NA,"C01B4.7 | WBGene00015271",82.5263,"CBN05714 | WBGene00144439",85.2632,"CRE15892 | WBGene00061136",86.1053
"209","WBGene00015272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B4.8","C01B4.8","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ","C01B4.8 | WBGene00015272",NA,"C01B4.8 | WBGene00015272",85.3557,"CBN22679 | WBGene00161404",85.7741,"CRE15890 | WBGene00082007",33.682
"210","WBGene00015273",0,0,0,0,0,0,0,0,0.0716391187987209,0,0,0,0,0,0,"mct-2","C01B4.9","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","mct-2 | WBGene00015273",NA,"mct-2 | WBGene00015273",69.4853,"Cbn-mct-1.2 | WBGene00161657",72.0588,"Cre-mct-1 | WBGene00061138",62.3162
"211","WBGene00015277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B7.7","C01B7.7","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","C01B7.7 | WBGene00015277",NA,"C01B7.7 | WBGene00015277",70.7921,"CBN16049 | WBGene00154774",71.7822,"CRE05597 | WBGene00053183",72.2772
"212","WBGene00015325",0,0,0,0,0.147022738095606,0,0,0,0,0,0,0,0,0,0,"C02B8.7","C02B8.7","","Protein of unknown function DUF5354","C02B8.7 | WBGene00015325",NA,"C02B8.7 | WBGene00015325",NA,NA,NA,NA,NA
"213","WBGene00015331",0,0,0.112329486647506,0,0,0.0732767309667538,0,0.287669906836662,0,0,0,0,0.256872660130884,0,0.262785914359647,"C02B10.6","C02B10.6","Tyrosine-protein phosphatase","Tyrosine-specific protein phosphatase, PTPase domain, Tyrosine-specific protein phosphatases domain, Protein-tyrosine phosphatase, catalytic, Protein-tyrosine phosphatase, active site, Protein-tyrosine phosphatase-like","C02B10.6 | WBGene00015331",NA,"C02B10.6 | WBGene00015331",76.8844,"CBN10216 | WBGene00148941",72.3618,"CRE28101 | WBGene00056353",70.3518
"214","WBGene00015392",0,0,0,0,0,0,0,0,0.0716391187987209,0,0,0,0,0,0,"nspc-7","C03G5.2","Nematode Specific Peptide family, group C","","nspc-7 | WBGene00015392",NA,"nspc-7 | WBGene00015392",68.3168,"CBN23830 | WBGene00162555",68.3168,"CRE03544 | WBGene00074111",59.4059
"215","WBGene00015521",0,0,0,0,0,0.0732767309667538,0.0640625127124049,0,0,0,0,0,0,0,0.262785914359647,"fipr-16","C06E1.6","Fungus-induced-related protein 16","Fungus-induced protein","fipr-16 | WBGene00015521",NA,"fipr-16 | WBGene00015521",NA,NA,NA,NA,NA
"216","WBGene00015593",0,0.127615992249115,0,0,0.0735113690478028,0,0.12812502542481,0,0.143278237597442,0,0,0,0,0,0,"C08E3.1","C08E3.1","SMP domain-containing protein","","C08E3.1 | WBGene00015593",NA,"C08E3.1 | WBGene00015593",NA,NA,NA,NA,NA
"217","WBGene00015655",0,0,0,0,0.0735113690478028,0.219830192900261,0.25625005084962,0.0719174767091656,0.143278237597442,0,0,0,0,0,0.0875953047865491,"C09G12.5","C09G12.5","DUF148 domain-containing protein","Protein of unknown function DUF4473","C09G12.5 | WBGene00015655",NA,"C09G12.5 | WBGene00015655",NA,NA,NA,NA,NA
"218","WBGene00015730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srt-1","C13B7.1","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","srt-1 | WBGene00015730",NA,"srt-1 | WBGene00015730",57.2254,"Cbn-srt-2 | WBGene00149649",66.185,"CRE08842 | WBGene00075245",19.6532
"219","WBGene00015825",0,0,0,0,0,0,0.192187538137215,0.143834953418331,0,0,0.0940553271056166,0,0.128436330065442,0.222254350323308,0.175190609573098,"C16C4.1","C16C4.1","Secreted protein","","C16C4.1 | WBGene00015825",NA,"C16C4.1 | WBGene00015825",NA,NA,NA,NA,NA
"220","WBGene00015845",0,0,0,0,0.0735113690478028,0.146553461933508,0.0640625127124049,0,0.143278237597442,0,0,0,0.128436330065442,0.111127175161654,0.175190609573098,"C16C8.7","C16C8.7","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2","","C16C8.7 | WBGene00015845",NA,"C16C8.7 | WBGene00015845",NA,NA,NA,NA,NA
"221","WBGene00015848",0,0,0,0,0.0735113690478028,0.0732767309667538,0.12812502542481,0,0.0716391187987209,0,0,0,0.128436330065442,0.222254350323308,0.0875953047865491,"C16C8.10","C16C8.10","DUF3828 domain-containing protein","","C16C8.10 | WBGene00015848",NA,"C16C8.10 | WBGene00015848",30,"CBN25170 | WBGene00163895",39.375,"CRE06576 | WBGene00067432",28.125
"222","WBGene00015888",0,0,0.0561647433237531,0,0.0735113690478028,0,0,0,0,0,0,0,0,0,0,"C17C3.2","C17C3.2","NR LBD domain-containing protein","Papain-like cysteine peptidase superfamily","C17C3.2 | WBGene00015888",NA,"C17C3.2 | WBGene00015888",NA,NA,NA,NA,NA
"223","WBGene00015895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,"C17C3.13","C17C3.13","NR LBD domain-containing protein","Papain-like cysteine peptidase superfamily","C17C3.13 | WBGene00015895",NA,"C17C3.13 | WBGene00015895",NA,NA,NA,NA,NA
"224","WBGene00015924",0,0,0,0,0,0.0732767309667538,0.12812502542481,0,0.0716391187987209,0,0,0,0.128436330065442,0,0.350381219146196,"C17H11.4","C17H11.4","FERM domain-containing protein","","C17H11.4 | WBGene00015924",NA,"C17H11.4 | WBGene00015924",58.5106,"CBN30176 | WBGene00192141",57.4468,"CRE09505 | WBGene00059672",51.0638
"225","WBGene00016082",0.052290069749724,0.0638079961245576,0,0,0,0.146553461933508,0.12812502542481,0.0719174767091656,0,0,0,0,0,0,0,"C25A8.1","C25A8.1","Peroxiredoxin","","C25A8.1 | WBGene00016082",NA,"C25A8.1 | WBGene00016082",NA,NA,NA,NA,NA
"226","WBGene00016223",0,0,0,0,0,0,0,0.143834953418331,0,0,0,0,0,0,0,"C29F9.9","C29F9.9","DUF4708 domain-containing protein","","C29F9.9 | WBGene00016223",NA,"C29F9.9 | WBGene00016223",NA,NA,NA,NA,NA
"227","WBGene00016529",0,0,0,0,0,0.0732767309667538,0,0,0,0,0,0,0,0.111127175161654,0.0875953047865491,"C39D10.1","C39D10.1","","","C39D10.1 | WBGene00016529",NA,"C39D10.1 | WBGene00016529",NA,NA,NA,NA,NA
"228","WBGene00016646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fbxc-5","C44C8.1","F-box C protein","Protein of unknown function DUF3557","fbxc-5 | WBGene00016646",NA,"fbxc-5 | WBGene00016646",NA,NA,NA,NA,NA
"229","WBGene00016647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fbxc-4","C44C8.2","F-box C protein","Protein of unknown function DUF3557","fbxc-4 | WBGene00016647",NA,"fbxc-4 | WBGene00016647",NA,NA,NA,NA,NA
"230","WBGene00016648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fbxc-2","C44C8.3","F-box C protein","Protein of unknown function DUF3557","fbxc-2 | WBGene00016648",NA,"fbxc-2 | WBGene00016648",NA,NA,NA,NA,NA
"231","WBGene00016649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fbxc-1","C44C8.4","F-box C protein","Protein of unknown function DUF3557","fbxc-1 | WBGene00016649",NA,"fbxc-1 | WBGene00016649",NA,NA,NA,NA,NA
"232","WBGene00016752",0,0,0,0,0,0,0,0.143834953418331,0.0716391187987209,0,0,0,0,0,0.175190609573098,"C48E7.7","C48E7.7","Secreted protein","","C48E7.7 | WBGene00016752",NA,"C48E7.7 | WBGene00016752",NA,NA,NA,NA,NA
"233","WBGene00016855",0,0,0,0,0.147022738095606,0.146553461933508,0.0640625127124049,0.0719174767091656,0,0.106302686268882,0,0,0,0,0.437976523932745,"C50H11.8","C50H11.8","Secreted protein","","C50H11.8 | WBGene00016855",NA,"C50H11.8 | WBGene00016855",NA,NA,NA,NA,NA
"234","WBGene00016895",0,0,0,0.0538747327341852,0,0,0.0640625127124049,0,0,0.212605372537764,0,0,0,0,0,"C53B7.6","C53B7.6","","","C53B7.6 | WBGene00016895",NA,"C53B7.6 | WBGene00016895",NA,NA,NA,NA,NA
"235","WBGene00016901",0,0,0,0,0.0735113690478028,0,0.0640625127124049,0,0.0716391187987209,0,0,0,0,0,0.0875953047865491,"C53C11.4","C53C11.4","","GETHR pentapeptide repeat","C53C11.4 | WBGene00016901",NA,"C53C11.4 | WBGene00016901",NA,NA,NA,NA,NA
"236","WBGene00016924",0.052290069749724,0,0,0,0,0,0.12812502542481,0.0719174767091656,0.429834712792325,0,0,0,0.128436330065442,0,0.175190609573098,"C54F6.6","C54F6.6","Cys-rich protein","","C54F6.6 | WBGene00016924",NA,"C54F6.6 | WBGene00016924",NA,NA,NA,NA,NA
"237","WBGene00017057",0,0,0,0,0.294045476191211,0,0,0.0719174767091656,0.286556475194883,0,0,0.0843716530819868,0,0,0.175190609573098,"D2062.5","D2062.5","MotA/TolQ/ExbB proton channel family protein","","D2062.5 | WBGene00017057",NA,"D2062.5 | WBGene00017057",39.6552,"CBN18825 | WBGene00157550",44.8276,"CRE14476 | WBGene00081555",39.6552
"238","WBGene00017058",0.052290069749724,0,0.112329486647506,0.0538747327341852,0,0,0.0640625127124049,0.143834953418331,0.0716391187987209,0,0.188110654211233,0,0,0,0.0875953047865491,"msrp-6","D2062.6","MS Related Protein","","msrp-6 | WBGene00017058",NA,"msrp-6 | WBGene00017058",NA,NA,NA,NA,NA
"239","WBGene00017104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E02H9.6","E02H9.6","XK-related protein","","E02H9.6 | WBGene00017104",NA,"E02H9.6 | WBGene00017104",NA,NA,NA,NA,NA
"240","WBGene00017185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F07B7.1","F07B7.1","CCHC-type domain-containing protein","","F07B7.1 | WBGene00017185",NA,"F07B7.1 | WBGene00017185",NA,NA,NA,NA,NA
