"","geneID","EE-SRS267689","L2-SRS183252","L2-SRS267690","L4-SRS183253","YA_female-SRS267691","YA_male-SRS267692","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"4077","WBGene00082008",0,0,0,0,0,0,"CRE15911","CRE15911","Serpentine receptor class gamma","","Y105C5B.1 | WBGene00013645",24.1706,"CBG01132 | WBGene00024407",18.4834,NA,NA,NA,NA
"4078","WBGene00081988",0,0,0.218774801569461,0,0,0,"CRE15912","CRE15912","F-box domain-containing protein","F-box domain, F-box-like domain superfamily, Mos1 transposase, HTH domain",NA,NA,NA,NA,"CBN02665 | WBGene00141390",25.1852,NA,NA
"4079","WBGene00082062",0,0,0.0875099206277844,0,0,0.0944383874207342,"CRE15913","CRE15913","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species",NA,NA,NA,NA,NA,NA,NA,NA
"4080","WBGene00081976",0,0,0.0437549603138922,0,0,0,"CRE15917","CRE15917","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","str-16 | WBGene00006084",32.6648,"CBG01322 | WBGene00024579",47.5645,NA,NA,NA,NA
"4081","WBGene00061107",0,0,0,0,0,0,"CRE15918","CRE15918","Integrase catalytic domain-containing protein","Chromo/chromo shadow domain, Integrase, catalytic core, Ribonuclease H-like superfamily, Chromo-like domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,"CBN31470 | WBGene00193435",56.5465,NA,NA
"4082","WBGene00082048",0,0,0,0,0,0,"CRE15936","CRE15936","CRE-STR-121 protein","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"4083","WBGene00081957",0,0,0,0,0,0,"CRE15937","CRE15937","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG12112 | WBGene00033112",61.4379,"CBN07743 | WBGene00146468",63.3987,NA,NA
"4084","WBGene00082046",0,0,0,0,0,0,"Cre-str-122.5","CRE15938","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"Cbr-str-122 | WBGene00033114",56.9801,"Cbn-str-122.1 | WBGene00149150",63.2479,NA,NA
"4085","WBGene00081994",0,0,0.0875099206277844,0,0,0,"Cre-str-122.1","CRE15939","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"Cbr-str-122 | WBGene00033114",60.7143,"Cbn-str-122.1 | WBGene00149150",66.369,NA,NA
"4086","WBGene00061070",0,0,0,0,0,0,"Cre-str-122.3","CRE15941","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG12112 | WBGene00033112",61.0932,"CBN07743 | WBGene00146468",49.8392,NA,NA
"4087","WBGene00082054",0,0,0,0,0,0,"CRE15944","CRE15944","t-SNARE coiled-coil homology domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4088","WBGene00061058",0,0,0.0730707837242,0,0,0.0472191937103671,"CRE15946","CRE15946","Paired domain-containing protein","Homeobox-like domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"4089","WBGene00061053",0,0,0.0437549603138922,0,0.100284698732655,0.141657581131101,"CRE15949","CRE15949","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4090","WBGene00082060",0,0,0.131264880941677,0,0,0,"CRE15950","CRE15950","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBG06297 | WBGene00028595",72.5664,NA,NA,NA,NA
"4091","WBGene00082058",0,0,0,0,0,0,"CRE15951","CRE15951","7TM_GPCR_Srx domain-containing protein","7TM GPCR, serpentine receptor class t (Srt)",NA,NA,"Cbr-srt-63 | WBGene00030442",42.5439,NA,NA,"CJA05093 | WBGene00124297",42.1053
"4092","WBGene00082039",0,0,0,0,0,0,"CRE15954","CRE15954","GLOBIN domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4093","WBGene00081953",0,0,0,0,0,0,"CRE15957","CRE15957","7TM_GPCR_Srx domain-containing protein","7TM GPCR, serpentine receptor class x  (Srx)",NA,NA,NA,NA,NA,NA,NA,NA
"4094","WBGene00061048",0.0050739940787135,0,0.131264880941677,0,0,0,"CRE15958","CRE15958","CRE-SRX-48 protein","7TM GPCR, serpentine receptor class x  (Srx)",NA,NA,NA,NA,NA,NA,"Cjp-srx-50 | WBGene00128920",57.5949
"4095","WBGene00081969",0,0,0.175019841255569,0,0,0.0944383874207342,"Cre-srh-136","CRE15961","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,NA,NA,"CJA11803 | WBGene00131007",38.1098
"4096","WBGene00075013",0.0152219822361405,0,0,0,0,0,"CRE15962","CRE15962","MATH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4097","WBGene00082032",0,0,0,0,0,0,"CRE15963","CRE15963","CUB_2 domain-containing protein","Ribonucleotide reductase small subunit family",NA,NA,NA,NA,NA,NA,NA,NA
"4098","WBGene00081960",0,0,0,0,0,0,"CRE15964","CRE15964","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4099","WBGene00061045",0,0,0,0,0,0,"CRE15965","CRE15965","G protein-coupled receptor","","ZC132.9 | WBGene00022527",28.8344,NA,NA,"CBN17678 | WBGene00156403",29.4479,NA,NA
"4100","WBGene00061043",0,0,0,0,0,0,"CRE15966","CRE15966","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,NA,NA,NA,NA
"4101","WBGene00082004",0,0,0.0875099206277844,0,0,0,"CRE15968","CRE15968","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class z (Srz)","ZC132.9 | WBGene00022527",24.2991,NA,NA,"CBN17678 | WBGene00156403",20.2492,NA,NA
"4102","WBGene00061041",0.0152219822361405,0,0,0,0,0.0472191937103671,"CRE15969","CRE15969","DUF1084 domain-containing protein","","F47D2.11 | WBGene00206392",25.1553,NA,NA,"CBN17678 | WBGene00156403",21.4286,NA,NA
"4103","WBGene00061040",0.0152219822361405,0,0,0,0,0.141657581131101,"CRE15970","CRE15970","Serpentine receptor class gamma","","ZC132.9 | WBGene00022527",26.875,NA,NA,"CBN17678 | WBGene00156403",23.125,NA,NA
"4104","WBGene00081999",0,0,0.0875099206277844,0,0,0,"CRE15971","CRE15971","PQ-loop repeat-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4105","WBGene00061039",0,0,0.350039682511138,0,0,0,"CRE15973","CRE15973","XK-related protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4106","WBGene00061034",0,0,0,0,0,0,"CRE15974","CRE15974","RING-type domain-containing protein","Zinc finger, RING-type, Zinc finger, RING/FYVE/PHD-type","Y73C8C.3 | WBGene00022262",20.8904,"CBG29774 | WBGene00270329",3.59589,NA,NA,NA,NA
"4107","WBGene00081986",0.184508875589582,0,0.0875099206277844,0,0,0,"CRE15975","CRE15975","RING-type domain-containing protein","","Y73C8C.3 | WBGene00022262",19.7205,"CBG29774 | WBGene00270329",3.26087,NA,NA,NA,NA
"4108","WBGene00061031",0,0,0.0875099206277844,0,0,0,"Cre-str-46","CRE15978","CRE-STR-46 protein","7TM GPCR, serpentine receptor class r (Str)","str-46 | WBGene00006111",67.4772,"Cbr-str-46 | WBGene00028730",81.459,"Cbn-str-46 | WBGene00141979",81.155,NA,NA
"4109","WBGene00081965",0,0,0,0,0,0,"CRE15980","CRE15980","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG21665 | WBGene00040371",32.5513,NA,NA,NA,NA
"4110","WBGene00082051",0,0,0,0,0,0,"CRE15981","CRE15981","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG21663 | WBGene00040369",9.1195,"CBN07726 | WBGene00146451",22.327,NA,NA
"4111","WBGene00072367",0,0,0,0,0,0,"CRE15982","CRE15982","Seven TM Receptor","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG21665 | WBGene00040371",34.0176,NA,NA,NA,NA
"4112","WBGene00081951",0,0,0,0,0,0,"CRE15983","CRE15983","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG21665 | WBGene00040371",36.6864,NA,NA,NA,NA
"4113","WBGene00061015",0.276763313384372,0,0,0,0,0.0472191937103671,"CRE15984","CRE15984","DNA-directed DNA polymerase","DNA-directed DNA polymerase, family B, mitochondria/virus, Ribonuclease H-like superfamily, 7TM GPCR, serpentine receptor class d (Srd), Ribonuclease H superfamily","E01G4.5 | WBGene00008447",7.00483,NA,NA,NA,NA,NA,NA
"4114","WBGene00082027",0,0,0.0875099206277844,0,0,0.0944383874207342,"CRE15985","CRE15985","Seven TM Receptor","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG21665 | WBGene00040371",32.8446,NA,NA,NA,NA
"4115","WBGene00081950",0,0,0,0,0,0,"CRE15986","CRE15986","G protein-coupled receptor","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG21665 | WBGene00040371",38.1579,NA,NA,NA,NA
"4116","WBGene00061012",0,0,0,0,0,0.0944383874207342,"Cre-srw-4","CRE15987","CRE-SRW-4 protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-4 | WBGene00005751",73.6232,"Cbr-srw-4 | WBGene00028733",74.4928,NA,NA,NA,NA
"4117","WBGene00061011",0.0922544377947908,0,0.131264880941677,0,0,0.0472191937103671,"Cre-srw-3","CRE15988","CRE-SRW-3 protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-3 | WBGene00005750",70.5234,"CBG06467 | WBGene00028735",60.3306,"CBN16246 | WBGene00154971",50.1377,NA,NA
"4118","WBGene00061009",0,0,0.0875099206277844,0,0,0,"Cre-str-39","CRE15989","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","str-39 | WBGene00006104",55.6886,"Cbr-str-39 | WBGene00028737",64.0719,NA,NA,NA,NA
"4119","WBGene00061007",0,0,0,0,0,0,"CRE15990","CRE15990","Nuclear receptor","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily",NA,NA,"CBG22952 | WBGene00041396",31.2866,"CBN00267 | WBGene00138992",42.1053,NA,NA
"4120","WBGene00081949",0,0,0.0875099206277844,0,0,0,"CRE15991","CRE15991","Nuclear receptor domain-containing protein","Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type",NA,NA,NA,NA,NA,NA,NA,NA
"4121","WBGene00061005",0.968671596845304,0,0,0,0,0,"CRE15992","CRE15992","FTH domain-containing protein","Protein of unknown function DUF3557",NA,NA,NA,NA,NA,NA,NA,NA
"4122","WBGene00082047",0,0,0,0,0,0,"CRE15994","CRE15994","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class r (Str)","str-61 | WBGene00006125",45.9459,NA,NA,"CBN07584 | WBGene00146309",52.2523,NA,NA
"4123","WBGene00061001",0,0,0.0875099206277844,0,0,0,"CRE15995","CRE15995","Nuclear receptor domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily",NA,NA,"CBG01180 | WBGene00024450",30.3514,"Cbn-nhr-197 | WBGene00161330",30.3514,NA,NA
"4124","WBGene00081958",0,0,0,0,0,0,"CRE15996","CRE15996","","Nuclear hormone receptor-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"4125","WBGene00060998",0,0,0,0,0,0,"CRE15998","CRE15998","DDE_Tnp_1_7 domain-containing protein","",NA,NA,"CBG01962 | WBGene00025122",26.484,NA,NA,NA,NA
"4126","WBGene00060997",0,0,0,0,0,0,"CRE15999","CRE15999","G protein-coupled receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG10408 | WBGene00031798",42.5134,"CBN29722 | WBGene00191687",36.631,NA,NA
"4127","WBGene00082045",0,0,0.568814484080599,0,0,0,"Cre-lurp-4","CRE16000","UPAR/Ly6 domain-containing protein","","lurp-4 | WBGene00077698",50,"Cbr-lurp-4 | WBGene00270660",55.8642,NA,NA,NA,NA
"4128","WBGene00081961",0,0,0.0875099206277844,0,0,0,"CRE16001","CRE16001","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"CBG31536 | WBGene00304769",28.2738,"CBN29107 | WBGene00191072",12.2024,NA,NA
"4129","WBGene00060994",0,0,0,0,0,0,"CRE16002","CRE16002","C-type LECtin","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold, C-type lectin, conserved site, Spermadhesin, CUB domain superfamily",NA,NA,"CBG07168 | WBGene00029308",44.226,"CBN07361 | WBGene00146086",38.0835,"CJA26415 | WBGene00181987",17.9361
"4130","WBGene00082020",0,0,0,0,0,0.0944383874207342,"CRE16003","CRE16003","CRE-SRZ-12 protein","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,"CBN13640 | WBGene00152365",20.2602,NA,NA
"4131","WBGene00061156",0,0,0.262529761883353,0,0,0.377753549682937,"CRE16004","CRE16004","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-15 | WBGene00021232",21.5241,"Cbr-irld-22 | WBGene00024414",21.7914,"CBN32511 | WBGene00194476",20.1872,NA,NA
"4132","WBGene00061153",0.0922544377947908,0,0.0437549603138922,0,0,0,"Cre-irld-22","CRE16005","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-15 | WBGene00021232",47.7987,"Cbr-irld-22 | WBGene00024414",50,"CBN32511 | WBGene00194476",47.4843,NA,NA
"4133","WBGene00061151",0,0,0.175019841255569,0,0.100284698732655,0,"CRE16006","CRE16006","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-60 | WBGene00013911",29.6923,"CBG23867 | WBGene00042114",28.9231,NA,NA,NA,NA
"4134","WBGene00082031",0,0,0.350039682511138,0,0,0.0944383874207342,"CRE16007","CRE16007","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-25 | WBGene00008057",29.2804,"CBG01134 | WBGene00024409",31.7618,"CBN14550 | WBGene00153275",36.4764,NA,NA
"4135","WBGene00081966",0.184508875589582,0,0.656324404708383,0,0.150427048098983,0,"CRE16008","CRE16008","FBA_2 domain-containing protein","Protein of unknown function DUF3557",NA,NA,NA,NA,NA,NA,NA,NA
"4136","WBGene00082026",0,0,0,0,0,0,"CRE16009","CRE16009","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"CBG31335 | WBGene00303276",38.3784,"CBN20840 | WBGene00159565",29.4595,NA,NA
"4137","WBGene00082018",0,0,0.262529761883353,0,0,0.0472191937103671,"CRE16010","CRE16010","","",NA,NA,NA,NA,NA,NA,NA,NA
"4138","WBGene00061148",0.0922544377947908,0,0,0,0,0,"CRE16013","CRE16013","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","F56A4.10 | WBGene00018918",61.1529,NA,NA,"CBN08565 | WBGene00147290",40.6015,"CJA11085 | WBGene00130289",40.8521
"4139","WBGene00082053",0.184508875589582,0,0,0,0,0,"CRE16017","CRE16017","DRMBL domain-containing protein","Protein of unknown function DUF3557",NA,NA,NA,NA,NA,NA,NA,NA
"4140","WBGene00082059",0.0230636094486977,0,0.401232986078392,0,0,0.236095968551835,"CRE16022","CRE16022","","",NA,NA,NA,NA,NA,NA,NA,NA
"4141","WBGene00061135",0,0,0.612569444394491,0,0,0,"CRE16024","CRE16024","G_PROTEIN_RECEP_F1_2 domain-containing protein","Receptor L-domain, GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw), Receptor L-domain superfamily",NA,NA,"CBG06477 | WBGene00028744",14.8825,"CBN02070 | WBGene00140795",8.22454,NA,NA
"4142","WBGene00061131",0.138381656692186,0,0.0437549603138922,0,0.0501423493663277,0.0944383874207342,"Cre-srd-72","CRE16025","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)","srd-72 | WBGene00021572",76.9231,"Cbr-srd-72 | WBGene00024400",80.6154,"Cbn-srd-72.1 | WBGene00142557",86.1538,NA,NA
"4143","WBGene00061128",0.0922544377947908,0,0.350039682511138,0,0,0,"CRE16026","CRE16026","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg)",NA,NA,NA,NA,"CBN02530 | WBGene00141255",34.471,NA,NA
"4144","WBGene00082037",0,0,0,0,0,0,"CRE16032","CRE16032","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class z (Srz)","Y105C5B.1 | WBGene00013645",24.6862,"CBG01132 | WBGene00024407",23.0126,NA,NA,NA,NA
"4145","WBGene00081967",0,0,0.0875099206277844,0,0,0,"CRE16033","CRE16033","Serpentine receptor class gamma","","Y105C5B.1 | WBGene00013645",18.306,"CBG01132 | WBGene00024407",12.5683,NA,NA,NA,NA
"4146","WBGene00082052",0,0,0.0875099206277844,0,0,0,"CRE16034","CRE16034","Serpentine receptor class gamma","","Y105C5B.1 | WBGene00013645",27.2727,"CBG01132 | WBGene00024407",29.0909,NA,NA,NA,NA
"4147","WBGene00082030",0,0,0,0,0,0,"CRE16035","CRE16035","G_PROTEIN_RECEP_F1_2 domain-containing protein","","Y105C5B.1 | WBGene00013645",26.8571,"CBG01132 | WBGene00024407",18.8571,NA,NA,NA,NA
"4148","WBGene00082010",0,0,0.262529761883353,0,0,0,"CRE16036","CRE16036","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class z (Srz)","Y105C5B.1 | WBGene00013645",25.4167,"CBG01132 | WBGene00024407",20.8333,NA,NA,NA,NA
"4149","WBGene00081981",0,0,0,0,0,0,"CRE16037","CRE16037","Serpentine Receptor, class T","","Y105C5B.1 | WBGene00013645",20,"CBG01132 | WBGene00024407",13.913,NA,NA,NA,NA
"4150","WBGene00082011",0,0,0,0,0,0,"CRE16038","CRE16038","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class z (Srz)","Y105C5B.1 | WBGene00013645",23.3333,"CBG01132 | WBGene00024407",17.3333,NA,NA,NA,NA
"4151","WBGene00081962",0.0922544377947908,0,0.131264880941677,0,0,0,"CRE16051","CRE16051","G protein-coupled receptor","","T21H3.5 | WBGene00020664",49.4444,"CBG01096 | WBGene00024378",51.1111,"CBN22596 | WBGene00161321",36.6667,NA,NA
"4152","WBGene00061092",0,0,0,0,0,0.996324987288746,"CRE16054","CRE16054","Calpain catalytic domain-containing protein","Peptidase C2, calpain, catalytic domain, Peptidase C2, calpain family, Papain-like cysteine peptidase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"4153","WBGene00081984",0,0,0,0,0,0.618571437605809,"CRE16058","CRE16058","Calpain catalytic domain-containing protein","Peptidase C2, calpain, catalytic domain, Peptidase C2, calpain family, Papain-like cysteine peptidase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"4154","WBGene00061086",0,0,0,0,0,0.566630324524405,"CRE16059","CRE16059","Calpain catalytic domain-containing protein","Peptidase C2, calpain, catalytic domain, Peptidase C2, calpain family, Papain-like cysteine peptidase superfamily","clpr-3 | WBGene00010417",12.0858,NA,NA,"CBN32331 | WBGene00194296",11.6959,NA,NA
"4155","WBGene00081977",0,0,0.306284722197246,0,0,0.188876774841468,"CRE16064","CRE16064","TIR domain-containing protein","Protein of unknown function DUF684",NA,NA,NA,NA,NA,NA,NA,NA
"4156","WBGene00061081",0.0922544377947908,0,0,0,0,0.0944383874207342,"CRE16065","CRE16065","F-box domain-containing protein","F-box domain, Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224",NA,NA,NA,NA,NA,NA,NA,NA
"4157","WBGene00061075",0.0922544377947908,0,0.0875099206277844,0,0,0.141657581131101,"Cre-oac-55","CRE16069","NRF domain-containing protein","Acyltransferase 3 domain, Nose resistant-to-fluoxetine protein, N-terminal","oac-39 | WBGene00006419",75,"Cbr-oac-55 | WBGene00024360",79.3011,"CBN02067 | WBGene00140792",81.9893,"Cjp-oac-55 | WBGene00127597",72.8495
"4158","WBGene00061074",0.184508875589582,0,0.175019841255569,0,0,0,"Cre-str-122.4","CRE16070","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"Cbr-str-122 | WBGene00033114",57.9882,"Cbn-str-122.1 | WBGene00149150",61.5385,NA,NA
"4159","WBGene00061072",0,0,0,0,0,0,"CRE16071","CRE16071","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"Cbr-str-122 | WBGene00033114",37.3494,"Cbn-str-122.1 | WBGene00149150",41.9679,NA,NA
"4160","WBGene00082002",0,0,0.175019841255569,0,0,0,"Cre-str-122.2","CRE16072","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"Cbr-str-122 | WBGene00033114",54.7904,"Cbn-str-122.1 | WBGene00149150",61.976,NA,NA
"4161","WBGene00081990",0,0,0,0,0,0,"CRE16073","CRE16073","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG12112 | WBGene00033112",61.3333,"CBN07743 | WBGene00146468",50.6667,NA,NA
"4162","WBGene00061068",0,0,0.218774801569461,0,0,0.0944383874207342,"CRE16078","CRE16078","BTB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4163","WBGene00061067",0,0,0,0,0,0,"CRE16079","CRE16079","Nuclear receptor domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily","nhr-262 | WBGene00008619",46.7456,NA,NA,"CBN26052 | WBGene00164777",26.3314,"CJA08688 | WBGene00127893",38.4615
"4164","WBGene00074994",0,0,0,0,0,0,"CRE16080","CRE16080","RRM domain-containing protein","RNA recognition motif domain, Nucleotide-binding alpha-beta plait domain superfamily, RNA-binding domain superfamily","Y57G11A.5 | WBGene00013293",42.5806,"CBG14713 | WBGene00035126",45.8064,NA,NA,NA,NA
"4165","WBGene00081963",0.0922544377947908,0,0.0437549603138922,0,0,0.0944383874207342,"CRE16084","CRE16084","CW domain-containing protein","PAN-3 domain, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,NA,NA,NA,NA,NA,NA
"4166","WBGene00061061",0.0922544377947908,0,0,0,0,0,"CRE16085","CRE16085","CW domain-containing protein","PAN-3 domain",NA,NA,NA,NA,NA,NA,NA,NA
"4167","WBGene00061049",0,0,0.0875099206277844,0,0,0,"CRE16089","CRE16089","Ovule protein","","H23L24.1 | WBGene00019228",73.5849,"CBG18490 | WBGene00037901",77.3585,"CBN13948 | WBGene00152673",72.6415,NA,NA
"4168","WBGene00082025",0,0,0.175019841255569,0,0,0,"CRE16090","CRE16090","Lipoprotein","",NA,NA,NA,NA,NA,NA,NA,NA
"4169","WBGene00082038",0.0050739940787135,0,0,0,0,0,"CRE16091","CRE16091","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,"CBN17848 | WBGene00156573",35.8127,"CJA03630 | WBGene00122834",11.5702
"4170","WBGene00056546",0.32658070979356,0,0,0,0,0,"CRE16092","CRE16092","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Endonuclease/exonuclease/phosphatase, Endonuclease/exonuclease/phosphatase superfamily, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"4171","WBGene00072512",0.0493561242202131,0,0,0,0,0,"CRE16093","CRE16093","Integrase catalytic domain-containing protein","Integrase, catalytic core, Ribonuclease H-like superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"4172","WBGene00082056",0,0,0,0,0,0,"CRE16094","CRE16094","","",NA,NA,NA,NA,NA,NA,NA,NA
"4173","WBGene00082014",0.0133768934802447,0,0.0144391369035844,0,0,0,"CRE16095","CRE16095","ULP_PROTEASE domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4174","WBGene00081993",0.126849851967837,0,0,0,0,0,"CRE16096","CRE16096","PAZ domain-containing protein","PAZ domain",NA,NA,NA,NA,"CBN23277 | WBGene00162002",55.0725,NA,NA
"4175","WBGene00061044",0,0,0,0,0,0,"Cre-srh-15","CRE16097","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBG22742 | WBGene00041235",42.437,NA,NA,NA,NA
"4176","WBGene00081955",0,0,0,0,0,0,"CRE16098","CRE16098","G protein-coupled receptor","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBG22742 | WBGene00041235",40.339,NA,NA,NA,NA
"4177","WBGene00081979",0.0461272188973954,0,0,0,0,0,"CRE16099","CRE16099","","",NA,NA,NA,NA,NA,NA,NA,NA
"4178","WBGene00081975",0,0,0.437549603138922,0,0,0,"CRE16107","CRE16107","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,"CBN25181 | WBGene00163906",26.6862,NA,NA
"4179","WBGene00061030",0,0,0.0875099206277844,0,0.200569397465311,0.283315162262202,"CRE16108","CRE16108","CUB_2 domain-containing protein","CUB-like domain","dct-19 | WBGene00007876",51.0204,"CBG24382 | WBGene00042508",41.4966,NA,NA,NA,NA
"4180","WBGene00061028",0,0,0,0,0.200569397465311,0.424972743393304,"CRE16109","CRE16109","","",NA,NA,"CBG06463 | WBGene00028731",17.1171,NA,NA,NA,NA
"4181","WBGene00061027",0,0,0,0,0,0,"CRE16110","CRE16110","","",NA,NA,"CBG06463 | WBGene00028731",18.0258,NA,NA,NA,NA
"4182","WBGene00061026",0,0,0.131264880941677,0,0,0.0472191937103671,"CRE16111","CRE16111","FRIGIDA-like protein","",NA,NA,"CBG06463 | WBGene00028731",15.3242,NA,NA,NA,NA
"4183","WBGene00061023",0,0,0,0,0,0.0472191937103671,"CRE16112","CRE16112","","",NA,NA,"CBG06463 | WBGene00028731",6.07966,NA,NA,NA,NA
"4184","WBGene00061022",0,0,0,0,0,0,"CRE16113","CRE16113","FRIGIDA-like protein","",NA,NA,"CBG06463 | WBGene00028731",11.5543,NA,NA,NA,NA
"4185","WBGene00061021",0,0,0,0,0,0,"CRE16114","CRE16114","DUF4200 domain-containing protein","",NA,NA,NA,NA,"CBN03384 | WBGene00142109",24.9377,NA,NA
"4186","WBGene00061020",0,0,0.0437549603138922,0,0,0,"CRE16115","CRE16115","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class b (Srb)",NA,NA,NA,NA,NA,NA,"CJA06090 | WBGene00125294",16.7647
"4187","WBGene00082017",0,0,0.0875099206277844,0,0,0,"CRE16116","CRE16116","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)","srh-127 | WBGene00005344",70.7317,"Cbr-srh-127 | WBGene00028732",82.5203,"Cbn-srh-127 | WBGene00152087",83.7398,"Cjp-srh-127 | WBGene00215851",29.6748
"4188","WBGene00061019",0.184508875589582,0,0,0,0.100284698732655,0,"CRE16117","CRE16117","CCHC-type domain-containing protein","Zinc finger, CCHC-type, Multiheme cytochrome superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"4189","WBGene00061018",0,0,0,0,0,0,"CRE16118","CRE16118","Reverse transcriptase","",NA,NA,NA,NA,"CBN03615 | WBGene00142340",18.0534,NA,NA
